tweet link,clean text of tweet,Does this tweet contain covid-related stigmatizing language against the people of Asian-descent?,"If you identify the tweet talking about one or more of the topics below, please check them below (multiple answer possible)","If you have a comment, or want to add another related topic that is not listed in task 2, you can mention it here. Also, if the tweet is a duplicate, put ""duplicate"" here.",Labeller ID
https://twitter.com/edent/status/1257102379129995269,"Yes the Communist Chinese Coronavirus came from the level 4 lab, Just outside of Wuhan, But just like the Dem party, The Communists lie cheat, Steal and deceive , Its why the socialist left try to cover fir them , But Patriots know better !",stigmatizing - low,Chinese government (Chinese communist party - CCP);Information or misinformation;International politics,,7
https://twitter.com/edent/status/1257107354937462784,"People worldwide shouldn't die so miserably ! China did trigger the World War III. Sanctions may be not good enough to boycott China's crime but what choice do we have? Does China show any sorrow to the death? YES! China re-opened wild animals market.
 

 #ChinaLiedPeopleDied URL URL",stigmatizing - low,Chinese government (Chinese communist party - CCP);Information or misinformation;Wet market and eating habits,,7
https://twitter.com/edent/status/1257115877650034688,"Scientists believe the coronavirus originated in the bat population. The allegation is a Chinese lab must've helped bridge the virus from bats to infect humans.
 

 Here in the USA, cases of infected cats ; dogs imply it transitioned from humans--do we have a secret lab to blame?",not stigmatizing,Information or misinformation;International politics;Wuhan virus lab,,7
https://twitter.com/edent/status/1257119929116979201,Ummm.... 1) patient zero was a lab tech there. 2) Virology lab was studying Coronavirus on Bats 3) no bats are sold in Wuhan wet-market. 4) China lies 5) WHO covered it up. Need more evidence? 🤦🏼‍♂️,stigmatizing - low,Chinese government (Chinese communist party - CCP);International politics;Wet market and eating habits;Wuhan virus lab,WHO,7
https://twitter.com/edent/status/1257170784893538306,Do you have an opinion on things or does being in China prevent you from speaking honestly? Do you think that old customary traditions of eating bats and dogs caused the viral transmission? Or do you think it was a Wuhan lab leak? #COVID19 URL URL,stigmatizing - low,Anti-stigmatizing (talking against hate speech and racism);Wet market and eating habits,,7
https://twitter.com/edent/status/1257224361175547906,"#coronavirus
 

 This disease was always going to come from China.
 

 It's not only a lab that could have caused it.
 They torture DOGS AND CATS before they brutally kill them THINKING THE MEAT WILL TASTE BETTER.
 

 The #world must put an end to it
 

 URL URL",stigmatizing - low,Bio-weapon;Chinese government (Chinese communist party - CCP);Wet market and eating habits;Wuhan virus lab,,7
https://twitter.com/edent/status/1257263452881592321,"How do you start a war? 
 Release a virus coming up on an election year? 
 Fake news will be fake.
 Who owns the Science lab and WHO said there was no evidence? Someone is lying and/or not paying attention. 
 WHY IS MSM SUPPORTING COMMUNIST CHINA??? 
 #WWG1WGA URL",stigmatizing - low,Bio-weapon;Chinese government (Chinese communist party - CCP);International politics;Wuhan virus lab,WHO,7
https://twitter.com/edent/status/1257271288374026241,"Uncouple us from lying, evil, sneaky, Godless, ; bat eating China! We don t need their cars, dishwashers stoves, clothing, medication, computers, phones we can make all this on American soil, it’s better quality ; Americans are paid! Buy American! Build the wall! URL",stigmatizing - low,International politics;Wet market and eating habits,,7
https://twitter.com/edent/status/1257292813378768897,"Why do you Chinese take so much pleasure in the torture of animals? And have you guys stopped eating rats, dogs, and cats? Or is that still going on? #WuhanVirus",stigmatizing - low,Wet market and eating habits;Wuhan virus lab,,7
https://twitter.com/edent/status/1257315685081862152,China fury: Why bat trade STILL poses huge threat as experts fear wet market U-turn URL,not stigmatizing,Information or misinformation;News,,7
https://twitter.com/edent/status/1257378557422157828,"China has lied throughout this whole process but the leftist retards in charge in the world say we must trust them at full face value, without question, or be called racist? Fuck that shit...
 

 Why do they protect China so much? What does China have on them? URL",not stigmatizing,International politics,,7
https://twitter.com/edent/status/1257737115875577857,"The Wuhan virus that escaped frm a military L3 biological warfare lab, that CHINA FAILED TO CONTAIN ; President Trump 🛑 travel from China for,altho he was called a racist,has mutated.Fortunately per Dr Fauci, on record since 2005 advised hydroxychloroquine cures Caronas.🚫Wuflu. URL",stigmatizing - low,Bio-weapon;Donald Trump;International politics;Wuhan virus lab,,7
https://twitter.com/edent/status/1257643867849068544,Here you go America - covering his communist shit and back stubbing President Trump already - just as I knew since day one of his atrocious predictions! Dr Fauci says there's 'NO evidence' coronavirus leaked from Chinese lab - contradicting Trump claims URL,not stigmatizing,Donald Trump;International politics,Anthony Fauci,7
https://twitter.com/edent/status/1257552662880452611,"China conducting research on deadly viruses in a Wuhan BIO WEAPONS Lab with diseased bats and a Wet Market in the mix, what could possibly go wrong????!  BIG CCP COVER UP!!! #ChinaLiedPeopleDied",stigmatizing - low,Chinese government (Chinese communist party - CCP);Wet market and eating habits;Wuhan virus lab,,7
https://twitter.com/edent/status/1257552844145725443,"China conducting research on deadly viruses in a Wuhan BIO WEAPONS Lab with diseased bats and a Wet Market in the mix, what could possibly go wrong????!  BIG CCP COVER UP!!! #ChinaLiedPeopleDied",stigmatizing - low,Chinese government (Chinese communist party - CCP);Wet market and eating habits;Wuhan virus lab,duplicate,7
https://twitter.com/edent/status/1257552936030343169,"China conducting research on deadly viruses in a Wuhan BIO WEAPONS Lab with diseased bats and a Wet Market in the mix, what could possibly go wrong????!  BIG CCP COVER UP!!! #ChinaLiedPeopleDied",stigmatizing - low,Chinese government (Chinese communist party - CCP);Wet market and eating habits;Wuhan virus lab,duplicate,7
https://twitter.com/edent/status/1257502478838272000,Trump suggests coming U.S. intel report blames China's coronavirus 'mistake' and cover-up  An Act of War against the entire world. They will lie until they die. URL,not stigmatizing,Bio-weapon;Donald Trump;International politics,,7
https://twitter.com/edent/status/1257536393426776064,"U r a fool! When u get to the point where your irrational hatred for President Trump causes you to blame him for a virus that started n a Chinese lab perhaps as a bio-weapon ; they cover it up by silencing doctors trying to alert the world, there simply is no hope for you! smh",unknown/irrelevant,Donald Trump;Information or misinformation;International politics,,7
https://twitter.com/edent/status/1257782191968280577,"Sadly we can't trust WHO or the Chinese Communist Party. Have they worked out the animal yet that was carrying the virus ; established if it was sold at the wet market or naturally located close by to the area?
 Interesting Chinese researchers first theorised it came from the lab.",not stigmatizing,Chinese government (Chinese communist party - CCP);Information or misinformation;Wuhan virus lab,WHO,7
https://twitter.com/edent/status/1257587626506403840,TELL us why CHINA did not warn everyone over this VIRUS when their scientist died or was murdered for trying to blow the whistle YES we all know where it came from stop lying about it you fucking bastards you are guilty of genocide against all mankind because you developed it,stigmatizing - low,Chinese government (Chinese communist party - CCP),,7
https://twitter.com/edent/status/1257538398442582017,"#FauciFraud leads #NWO charge in defence of #China and its #ChineseWuhanVirus cover-up.
 

 #CCP have lied, silenced whistleblowers, bullied its citizens and the world community, blamed America with wild conspiracy theories, and resisted scrutiny.
 

 URL URL",not stigmatizing,Chinese government (Chinese communist party - CCP);Information or misinformation;International politics,"Anthony Fauci, WHO",7
https://twitter.com/edent/status/1257547591874576384,"- Cultural Revolution
 - #Tiananmen Square massacre
 - #Uyghur genocide
 - #Tibetan monks self immolation
 - #HongKong police murderers
 

 70 years on China never stops killing people
 

 Now China unleashes bio weapon #WuhanVirus to kill globally
 

 #WakeUpWorld take down this evil regime",stigmatizing - medium,Bio-weapon;Chinese government (Chinese communist party - CCP);Chinse Uyghur Muslims;International politics;Wuhan virus lab,Hong Kong protesters,7
https://twitter.com/edent/status/1257572929988169733,"How much is the brutal Chinese Communist regime of liars and murderers going to give to countries globally as compensation for costing them $Bns to fight #COVID19
 

 Your giving money to as a bribe! But countries like UK who are paying wages of a ¼ of all workers want money to",stigmatizing - medium,Chinese government (Chinese communist party - CCP);International politics,,7
https://twitter.com/edent/status/1257494606717104134,"This ""Wuhan lab vs. Wet Market"" argument is a fake vs. vs. fight. It helps nobody. Solves nothing. Takes us nowhere closer to helping the people who've been devastated by this, ; does nothing to make the CCP pay for their coverup
 

 URL",not stigmatizing,Chinese government (Chinese communist party - CCP);Wet market and eating habits;Wuhan virus lab,,7
https://twitter.com/edent/status/1257904496765616128,"learn from history: War Playbook: . 1 Create an enemy
 1. Domino Effect, if Vietnam fell, SE Asia will become Communists
 2. Iraq has WMD - must be destroyed - blame, fan war
 3. Covid-19 from Chinese lab, Must pay, drum up fear
 Even is US election drama, the hot air can trigger war URL",not stigmatizing,Chinese government (Chinese communist party - CCP);International politics,"Iraq, Vietnam",7
https://twitter.com/edent/status/1258016403619078145,China is to blame and we will never trust the Chinese for all the lies and cover ups. China is profiting off of the #coronavirus they exposed to the World killing hundreds and thousands of lives.,stigmatizing - medium,COVID-19 cases and deaths statistics;Information or misinformation,,7
https://twitter.com/edent/status/1258051576641384448,"trumpettes are making propanda videos trying to convince you COVID-19 is biological warfare by China.
 Scientists all tell us it definitely transferred from ANIMALS to humans.
 

 STOP the LIES!!!!!  Americans are DYING at alarming rates bc of tRump's ineptness and LIES.",not stigmatizing,Bio-weapon;Donald Trump;Information or misinformation;Wet market and eating habits,,7
https://twitter.com/edent/status/1258174919252291595,Fuckin' right on  Time to tell the #Chinese Government where to go. And how about a world wide #boycott of the #2022BeijingWinterOlympics. Enough is enough from these lying cheating pig dog bastards. URL,stigmatizing - medium,Chinese government (Chinese communist party - CCP),,7
https://twitter.com/edent/status/1258324494453800963,"I think that the final scene in ""Outbreak"" is a bird shitting on a pig. It was on TV recently. ""They"" will always blame nature. Even if the women didn't spray it in a vent, who's to say they didn't inject a bat in a bag? Either way they must pay #ChinaVirus #Plandemic URL",stigmatizing - low,Information or misinformation;Wet market and eating habits,,7
https://twitter.com/edent/status/1258364734425796608,"Ah, I know it. You may have mistaken ""dogs"" and ""wild animals"". Selling or eating wild animals is illegal in China, exactly the same as you describe. And Wuhan govt has been ignoring the market for years. But dogs and cats are not ""wild animals"" in China",not stigmatizing,Information or misinformation;Wet market and eating habits,,7
https://twitter.com/edent/status/1258341919265980416,Asians are responsible for this pandemic. Stop trying to divert your shit to us. You should go hide all the bat soup and rat's legs you disgusting people eat everyday. Nasty vermin!!,stigmatizing - medium,Wet market and eating habits,,7
https://twitter.com/edent/status/1258280946169638912,"I can say with 100% certainty that no one eats bats in China. You can find any pictures and videos, and I tell you which country it is. Too many lies on Twitter.
 But I admit that few people eat wild animals, but not bats. URL",not stigmatizing,Anti-stigmatizing (talking against hate speech and racism);Wet market and eating habits,,7
https://twitter.com/edent/status/1258305730706321409,"CHINESE CABLE NETWORK A.K.A CNN
 1. Communist Chinese Party have set into motion their pre-paid Chinese Propaganda Machine in America called CNN FakeNews to fight their evil agenda to disinform ; misinform Americans as per Covid19 origin ; intent as a Bio-Weapon.",stigmatizing - low,Bio-weapon;International politics,,7
https://twitter.com/edent/status/1258398998357962752,"Breaking news
 

 Animals died in China.
 No way, a pandemic is a bat virus.
 The cave in Yunnan is leaking research to synthesize the bat coronavirus.
 Wuhan Poison Research is responsible.
 

 Cover-up evidence… .",not stigmatizing,Information or misinformation;Wuhan virus lab,,7
https://twitter.com/edent/status/1258451104876167169,"This is outrageous yet not surprised. This is Communist China. 
 

 Clearly #ChinaLiedPeopleDied and they are still lying.
 We couldn’t turn a blind eye.
 

 We should sanction CCP for its cover-up of #coronavirus, destruction of samples, corruption with and suppression of freedom. URL",not stigmatizing,Chinese government (Chinese communist party - CCP),,7
https://twitter.com/edent/status/1258526785991405568,"That's what I thought so I'm confused ""Why it's wrong to blame covid on wet markets""
 

 We know it comes from eating animals, and we know covid-19 came from China. 
 

 Obviously vilifying Chinese culture and being afraid to eat Chinese food is racist but",not stigmatizing,Anti-stigmatizing (talking against hate speech and racism);Wuhan virus lab,,7
https://twitter.com/edent/status/1258771045588271104,"Chinese state media releases animated propaganda video mocking US coronavirus response URL screw the lying tech stealing bat eating crazies of mainland China......Taiwan is the legitimate Government of the Chinese People, freedom will return to the mainland",not stigmatizing,Information or misinformation;International politics,Taiwan,7
https://twitter.com/edent/status/1258860543840043014,"The COVID-19 virus did NOT originate in China. It originated at Ft. Detrick, Md at the US Military Biological Warfare Lab which the CDC shut down in August of 2019 as the result of a leak of a virus (COVID-19).",not stigmatizing,Bio-weapon;Information or misinformation;International politics,,7
https://twitter.com/edent/status/1258879273747636224,"That’s racist. Ummm “selective thinking”in sociology, You are holding biases on Chinese. there’s no scientific evidence show that covid19 generated from China, and not everyone eats wild animals and dogs. hope you are doing well in this pandemic, you are on your own.",not stigmatizing,Anti-stigmatizing (talking against hate speech and racism);Wet market and eating habits,,7
https://twitter.com/edent/status/1259056044623499264,"China started biological warfare and lied on Corona. Now if they say anything, then humanity feels a new deception. Corona victims of the world are not able to trust .. The truth must come out ..
 #Covid_19",stigmatizing - low,Bio-weapon,,7
https://twitter.com/edent/status/1259067205687357441,I agree to free speech I just tweeted I wanted all the Asian dog meat killers to die. But her comment on national TV was awful. Say what you want about it. I think perhaps we should think more about the millions of pangolins that died and bats that caused the outbreak URL,stigmatizing - medium,Wet market and eating habits,,7
https://twitter.com/edent/status/1259012187961491456,"i hope people are educating you, that you learn that the coronavirus didn’t start from chinese people eating bats or dogs, and chinese wet markets are only present in poor cities, where people sell these animals to make ends meet. i hope you understand the severity of the r word",not stigmatizing,Anti-stigmatizing (talking against hate speech and racism);Wet market and eating habits,,7
https://twitter.com/edent/status/1259165512103329795,"I don't get it what is WHO trying to cover up.The fact is that damage is already done,wether it came from bats or lab. Millions worldwide are paying the price of Chinese communist regime. WHO should focus on how Covid-19 affects our children,our future.
 URL",not stigmatizing,Chinese government (Chinese communist party - CCP);International politics,WHO,7
https://twitter.com/edent/status/1259170823929200644,"Chinese wildlife markets with living dead or dying creatures bats, pangolins cats dog etc caged in close proximity, their body fluids, bacteria, Viruses ;parasites mixing ;mutating in direct contact with humans
 The Wuhan Lab has battled covid19 for years in secret! 
 7 strains now",not stigmatizing,Information or misinformation;Wet market and eating habits;Wuhan virus lab,,7
https://twitter.com/edent/status/1259251554705477632,to how china had a huge coverup to cover how bad covid-19 is. who the absolute fuck thinks this is okay? who the absolute fuck believes this garbage? this is blatant and RACIST lies (2/?),not stigmatizing,Anti-stigmatizing (talking against hate speech and racism),,7
https://twitter.com/edent/status/1258930732363325442,The onset of all the covid-19 hysteria began in China when millions of people died due to their government ordering their military to kill all the protestors and blame it on the flu. The world fell for their lies and shut down everything.,stigmatizing - low,Chinese government (Chinese communist party - CCP);Information or misinformation,,7
https://twitter.com/edent/status/1258938164724461568,Oh brother. CHINA N THEIR F^ LIVE WET MARKETS SLAUGHTERING DOGS CATS MONKEYS BATS ARE KILLING EVERY THING INCLUDING MAN FROM THEIR diseased filthy blood and guts and shit all over the markets. SARS MERS COVID-19 killed us!!! THINK DUDE! URL,stigmatizing - high,Wet market and eating habits,,7
https://twitter.com/edent/status/1259252428609933312,"Another idiot giving China a pass. You know, the communist govt who lied and covered up what was happening until the virus spread around the world. I recall dems blasting Trump when he ended fights from Chin in January, calling him racist. #ChineseWuhanVirus URL",stigmatizing - low,Chinese government (Chinese communist party - CCP);Donald Trump;Information or misinformation;International politics,,7
https://twitter.com/edent/status/1259387168696516609,"Haha.. #Bangladesh wants to Join #COVID19 trial with #UK 🇬🇧; #China 🇨🇳?So that #SheikhHasina can steal data from UK to pass it on to China??Whereas both Bangladesh ; China run by #tyranny regimes,professional liars,expert in coverups,master of witnesses disappearance!Fuck yaa",stigmatizing - low,Information or misinformation;International politics,Bangladesh,7
https://twitter.com/edent/status/1259567401160638467,"China let loose destructive virus, lied and hid it from the people, ended up killing many lives and crippling an economy!
 

 I say NO mercy, NEVER trust a communist Nation!
 

 URL",stigmatizing - low,Chinese government (Chinese communist party - CCP),,7
https://twitter.com/edent/status/1259511166339932160,"No one eat wild animals, cats and dogs in HK，and we have a lot of NGO for protecting and saving homeless dogs and Cats. #hongkong is not China 🇨🇳 we have different cultures and language , u can easily to find out the truth on the internet.
 #COVID19 #WuhanVirus",stigmatizing - low,Information or misinformation;International politics;Wet market and eating habits,Hong Kong,7
https://twitter.com/edent/status/1259674160420343808,Hindsight is always 20/20. But in this no one could have stopped it. Every country is effected. Do your part to stop spreading it. Blame china for the part in the outbreak weather it was leaked from a lab or eating bats!,stigmatizing - low,Information or misinformation;International politics,,7
https://twitter.com/edent/status/1259970729677856768,They ask the tough questions that need to be answered. Trump claims the virus was made in a lab in China which is a lie and has been proven to be false. So Trump blaming China is bullshit. Not to say China was forthcoming immediately. But the virus is wild animal based.,not stigmatizing,Donald Trump;International politics;Wuhan virus lab,,7
https://twitter.com/edent/status/1259932695578238976,"It's a mess of China's making. China created this virus (whether by eating bats or in a lab, I don't want to have that argument). China covered it up until it was already rampant across Europe. China insisted human-to-human transmission was not possible. The WHO lied for China.",stigmatizing - low,Chinese government (Chinese communist party - CCP);Information or misinformation;International politics,WHO,7
https://twitter.com/edent/status/1259812178913345541,"#Coronavirus DID leak from a #Wuhan #lab, Australian #China #expert claims, as he details why #wildlife wet market theory 'doesn't stack up' and accuses #Beijing of a #CoverUp 
 

 -#Chinese #scientists published paper saying the market doesn't even sell the #bats
 &gt;&gt;",stigmatizing - low,Chinese government (Chinese communist party - CCP);Information or misinformation;Wuhan virus lab,,7
https://twitter.com/edent/status/1259854736242675713,"If Trump continues to lie saying China deliberately unleashed a bio weapon he will have to admit that it was in retaliation for his trade war. He will also have to admit he lost this war with China that he started. Either way, if deliberate or not, Trump's leadership is to blame. URL",not stigmatizing,Chinese government (Chinese communist party - CCP);Donald Trump;International politics,,7
https://twitter.com/edent/status/1259861087912165390,"Re coronavirus, the Chinese Communist Party:
 

 Lied about the spread
 Destroyed evidence
 Hoarded PPE, held it hostage
 Blamed the U.S.
 Said any mention of China with coronavirus is racist
 

 And...
 

 Allegedly engaged in cyber spying to steal a cure or vaccine.
 

 URL",stigmatizing - low,Chinese government (Chinese communist party - CCP);Information or misinformation,,7
https://twitter.com/edent/status/1259928493137199105,"I don't give a fuck what Twitter says Covid-19 came from a lab in Wuhan China ; the Chinese govt is responsible for this pandemic. The Chinese govt lied, silenced whistblowers, and covered it up.
 

 Censor that. 🖕🏼",not stigmatizing,Chinese government (Chinese communist party - CCP),,7
https://twitter.com/edent/status/1259989647574401029,"Lying bitches!
 

 Remember what happened?  
 

 Fuck yea, I do. 
 

 I was tracking this shit very early.
 

 And people were getting very very sick in Wuhan, MF China...from the freaky coronavirus bat Lab... aka 'bat soup'
 

 CHINA, not Europe.. fucking, assholes URL",stigmatizing - low,Information or misinformation;Wet market and eating habits;Wuhan virus lab,,7
https://twitter.com/edent/status/1260060062069882882,"These Evil Tyrants are doing the same to Australia. Every country that are copping this should get together and agree to totally cut all imports to this criminal regime. They created the Chinese Virus in their Chinese Biological Warfare Lab in Wuhan, and they know it, GUILTY! URL",stigmatizing - low,Bio-weapon;Chinese government (Chinese communist party - CCP);Wet market and eating habits;Wuhan virus lab,,7
https://twitter.com/edent/status/1260084490199863296,"If you have to ask why saying Covid-19 comes from ""bat-eating"" combined with the perception of wet markets as something singularly exotic and disgusting is racist -- explicitly anti-Chinese racism -- then you're not qualified to comment on Bryan Adams.
 

 Or you might be Bryan. URL",not stigmatizing,Anti-stigmatizing (talking against hate speech and racism);Information or misinformation,,7
https://twitter.com/edent/status/1260131518342508544,"Bat eating, wet market selling, virus making, greedy b*****ds': Rocker Bryan Adams is BLASTED for blaming China for coronavirus pandemic in shocking 'racist outburst'
 via URL URL",not stigmatizing,Information or misinformation;International politics;News,,7
https://twitter.com/edent/status/1260133449219727360,"Coronavirus: China suspends meat imports from four Australian abattoirs amid COVID-19 trade tensions URL 
 WHO care, evil china can go back eating dog, cat, mouse or what ever with 2 or 4 legs creature they found around china!",not stigmatizing,Information or misinformation;International politics;News;Wet market and eating habits,,7
https://twitter.com/edent/status/1260151146200600578,"Just google his Cover-Company ""ecoHealth""
 This Coverup ""company"" HAS FUNNELLED MILLIONS TO MURDEROUS COMMUNIST BIO-WEAPONS RESEARCH LAB IN WUHAN -
 EcoHealth HAS TRANSFERRED 3.7M+6.3M =10Million $ To the CCP Virus Weapons Lab in Wuhan from which the #COVID19 has Leaked and Spread",not stigmatizing,International politics;Wuhan virus lab,,7
https://twitter.com/edent/status/1260152451463819265,"I think was having a pop at the wet markets, not the Chinese.
 

 The bat-eating, animal-selling, virus-making greedy bastards are real. These wet markets aren't just in China. 
 

 They need to change or they need closed. ALL of them.
 

 There are worse things than #Covid19. URL",stigmatizing - low,Anti-stigmatizing (talking against hate speech and racism);Wet market and eating habits,,7
https://twitter.com/edent/status/1260161928636305412,"Bat eating, wet market selling, virus making, greedy b*****ds': Rocker Bryan Adams is BLASTED for blaming China for coronavirus pandemic in shocking 'racist outburst'
 

 .
 Rocker Bryan Adams blames China for the Coronavirus in explicit post
 

 URL",not stigmatizing,Bio-weapon;Wet market and eating habits;Wuhan virus lab,,7
https://twitter.com/edent/status/1260162036237045760,"Trump is still blaming China for the virus. Coronavirus exist in most animals, and can only be infectious if worked on at the lab...US military labs and Wuhan labs are the two currently under suspicion...Why do China and US want to see people die on the planet??? Not good!!!",not stigmatizing,Donald Trump;Information or misinformation;International politics,,7
https://twitter.com/edent/status/1260170666541821953,"Bryan Adams criticised 4 coronavirus tirade on Instagram. In what way is criticising wet markets ; abuse of animals racist. I blame the Chinese communist dictatorial government 4 not stopping them ; educating their ppl. But they'd rather not,so bravo Adams URL",not stigmatizing,Information or misinformation;International politics,,7
https://twitter.com/edent/status/1260171231166369793,Not sure I would say racist. All evidence points to COVID-19 originating from bats in China. Have you ever been to a wet market there? They literally eat animals alive. I watched a Chinese person eat the heads off LIVE frogs before I barfed. They'd probably eat that too tbh.,stigmatizing - low,Chinese government (Chinese communist party - CCP);Wuhan virus lab,,7
https://twitter.com/edent/status/1260182807856451584,"It was a bat coronavirus that either originated from a wet market in Wuhan, or was being studied at and escaped from the viral research lab in Wuhan. China lied about the virus' human to human transmission, the scale of the threat, and pressured the WHO to repeat those lies.",not stigmatizing,Information or misinformation;International politics,WHO,7
https://twitter.com/edent/status/1260195671572754432,Pretty sad when a persons feelings are more important then the abuse ; cruel deaths of animals. Dog meat markets kill 10-20 MILLION a year. Some are skinned alive b/c customer believes meat tastes “better”. Boycott China inc. URL,stigmatizing - low,Chinese government (Chinese communist party - CCP);Information or misinformation;International politics;Wet market and eating habits,,7
https://twitter.com/edent/status/1260198897210634241,"Bryan Adams goes on expletive-laced tirade about China and the #coronavirus thanks to some fu----- bat eating, wet market animal selling, virus making greedy bastards, the whole world is now on hold. URL #FoxNews",not stigmatizing,Information or misinformation;News,,7
https://twitter.com/edent/status/1260204538516189184,"The virus started because of exactly the reasons he's listed. Have you seen what a wet market looks like? Have you seen the way the Chinese treat animals at these markets? Not to mention shark fin soup, dog festivals, the list goes on. Stating facts is now racist, got it. URL",stigmatizing - low,Chinese government (Chinese communist party - CCP);Information or misinformation;Wet market and eating habits,,7
https://twitter.com/edent/status/1260207816834498560,"I stand with you. Your comments were truthful NOT racist.
 Bat eating, wet market selling, virus making, greedy b*****ds': Rocker Bryan Adams is BLASTED for blaming China for coronavirus pandemic in shocking 'racist outburst
 URL",not stigmatizing,Information or misinformation;International politics;News,,7
https://twitter.com/edent/status/1260220886252208130,"Just goes to prove if you speak the truth and your mind about the virus the Chinese will label you a racist. Maybe China doesn't want to be held accountable for the virus
 

 Bryan Adams blames 'bat eating,' 'virus making greedy bastards' in COVID-19 rant URL",stigmatizing - low,Chinese government (Chinese communist party - CCP);Wet market and eating habits;Wuhan virus lab,,7
https://twitter.com/edent/status/1260223449936605189,"Bryan Adams blames 'bat eating,' 'virus making greedy bastards' in COVID-19 rant URL this has nothing to do with being racist or any label u put on it-I AGREE WITH BRYAN-CHINA IS THE BLAME FOR THIS ; MAY OTHER VIRUSES-ENUFF ALREADY!!",stigmatizing - low,Information or misinformation;International politics;Wet market and eating habits,,7
https://twitter.com/edent/status/1260242629532553217,"Bryan Adams blames coronavirus on 'bat eating, wet market animal selling' Chinese URL",not stigmatizing,Information or misinformation;International politics;News,,7
https://twitter.com/edent/status/1260255879657656331,"Bryan Adams blames coronavirus on ‘bat eating, wet market animal selling’ Chinese URL",not stigmatizing,Information or misinformation;International politics;News,duplicate,7
https://twitter.com/edent/status/1260257860103163905,"#BryanAdams just referred to Chinese people as 'f* bat eating, wet market animal selling, virus making greedy bastards' in his new IG post. What a joker! #BryanAdamsIsCancelled #coronavirus URL",not stigmatizing,Information or misinformation;International politics;News,,7
https://twitter.com/edent/status/1260263337188868096,"FACT: Covid-19 is 79.5% Bat DNA, so it’s likely origin in from ....er...a Bat? It was passed to humans (Chinese) via an intermediary animal, most likely a snake widely sold in Chinese wet market’s. Alternatively, it was a released from a Biological Laboratory near Wuhan. URL",not stigmatizing,Bio-weapon;Information or misinformation;Wuhan virus lab,,7
https://twitter.com/edent/status/1260276546369138688,"In full support of I lost whatever I had worked for in the last few years!!! Thanks to some fucking bat eating, wet market animal selling, virus making, greedy bastards ... and all fucking 1.7b #Chinese who can’t challenge #CCP! 
 Stop the political correctness! 
 1/2 URL URL",stigmatizing - low,Chinese government (Chinese communist party - CCP);Information or misinformation;Wet market and eating habits,,7
https://twitter.com/edent/status/1260283012748644355,"The guy embraced the Chinese Communist Party and no longer is the evil rich white man. In my book, he just became another weasel that thinks he can also fuck the American Taxpayers. Another dangerous shit for our freedom. URL",not stigmatizing,Information or misinformation,,7
https://twitter.com/edent/status/1260295722924216325,"HONESTLY IF PEOPLE IN CHINA DIDN'T EAT BATS, RATS, MICE, DOGS, CATS AND MONKEY BRAINS THE WHOLE WIDE WORLD WOULDN'T BE IN THIS SHIT! SO SHUT A FUCK UP! YOU OWE IT TI DEAD PEOPLE WHO DIED OF THIS VIRUS CAUSED BY YOU PEOPLE IN CHINA! URL",stigmatizing - medium,Information or misinformation;International politics;Wet market and eating habits,,7
https://twitter.com/edent/status/1260308963557441536,What about his post is not factual? Some Chinese eat bats. They sell a variety of questionable animals for consumption at their wet markets. They pop out viruses like it’s an assembly line. We need to hold them accountable. COVID-19 is their fault.They tried to hide it ; blame US,stigmatizing - low,Bio-weapon;Chinese government (Chinese communist party - CCP);Wuhan virus lab,,7
https://twitter.com/edent/status/1260323102770298887,"World Health Organization spokeswoman Margaret Harris is trying to flip the Blame from her Communist Chinese Masters to us. We know the game and we know the #CCPChina is guilty on many Levels. Deception and Bio-Release. They will PAY ; PAY ; PAY!!!
  URL",not stigmatizing,Chinese government (Chinese communist party - CCP);Information or misinformation;International politics,WHO,7
https://twitter.com/edent/status/1260341415344816130,"No, Bryan Adams is not “like...SUPER super racist.” COVID-19 originated in Wuhan China. It was either leaked from the Wuhan Institute of Virology or it passed to humans who ate bats. That’s not racism. It’s a fact. #BryanAdams",not stigmatizing,Information or misinformation,,7
https://twitter.com/edent/status/1260343045540601859,"Blaming China, and ""bat eating wet markets"", certainly seemed prejudiced. As you pointed out these viruses come from many places, and animals. Bryan Adams was specifically hating on bat eating Chinese people.
 #BryanAdamsIsCancelled URL",not stigmatizing,Information or misinformation;International politics;Wet market and eating habits,,7
https://twitter.com/edent/status/1260354511723352064,"AMEN🙏
 

 I believe Coronavirus was laboratory man made.
 

 Why?
 

 Because, Chinese people ALWAYS ate detestable animal's like bats, rat's, snakes etc;
 

 Coronavirus was, man made to try to bring President Trump down, because with Trump, American economy is thriving❤👍",stigmatizing - low,Information or misinformation;International politics;News;Wet market and eating habits,,7
https://twitter.com/edent/status/1260507680428437504,"""bat eating, wet market animal selling, virus making, greedy bastards"" came out of keyboard on Twitter to describe his feelings about the Chinese.... Are you serious? You think the Chinese created this disease? No wonder why no one likes your music!
 

 #forshame",not stigmatizing,Anti-stigmatizing (talking against hate speech and racism),,7
https://twitter.com/edent/status/1260370724134563841,"Bryan Adams blames coronavirus on ‘bat eating, wet market animal selling’ Chinese - URL -",not stigmatizing,Information or misinformation;News,,7
https://twitter.com/edent/status/1260427313914744833,"So in your view the term ‘fucking bat eating, wet market selling, virus making greedy bastards’, when directed at the Chinese population as a whole, isn’t racist?",not stigmatizing,Anti-stigmatizing (talking against hate speech and racism);Information or misinformation,,7
