tweet id,clean text of tweet,Does this tweet contain covid-related stigmatizing language against the people of Asian-descent?,"If you identify the tweet talking about one or more of the topics below, please check them below (multiple answer possible)","If you have a comment, or want to add another related topic that is not listed in task 2, you can mention it here. Also, if the tweet is a duplicate, put ""duplicate"" here.",Labeller ID
https://twitter.com/edent/status/1243557577021063169,Hospitals are running short on surgical masks that help protect healthcare workers from infected patients. Donate your stash and make your own using these everyday items. #masksnow #flattenthecurve #covid19 #covid_19 #coronavirus URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1247539661376905216,The latest Tech and Social Movements Daily! URL Thanks to #covid19 #covid_19,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1243982178259615745,"You voted for him, New York. URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1237220330189414400,Dangggggg not the snap summit #coronavirus 😭 my fav event URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1247834249413173250,This is me 😁 xxx URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1253664122597552129,Information and Data Sharing Crucial in #COVID19 Efforts URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1252205623955148801,"Trump, Congress near deal on virus aid, via #coronavirus URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1243420680290361344,"Now that has the official power to break up groups.
 

 Can we start with please.
 

 Just not a fan.
 

 #COVID2019 #COVID19 #covid2019NZ #covid19nz #lockdownnz #lockdown",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1249846035129786368,"#خبر
 #Zarif, you are now a donkey that carries salt loads, it is constantly throwing itself into the water to reduce the pressure of the load, but this is without a day of sponges that you are carrying salt, you are going to throw yourself into the river that 🔻🔻 URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1235938094282608640,"Estimated that up to 800 worshippers may be infected with #Covid19 in new ‘supercluster’ discovered in #France. 
 #Coronavirus #CoronavirusOutbreak URL URL",unknown/irrelevant,Information or misinformation; Other,,17
https://twitter.com/edent/status/1241237245731823616,Ranam URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1247630766344785920,"#Corruption Insider Trading
 

 #covid19 #coronavirus #auspol #uspoli #uspolitics URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1252309836810731521,"US lockdowns coincide with rise in poisonings from cleaners
 

 URL
 

 #coronavirus #coronaviruslasvegas #covid19 #cleaners #poisoning #householdcleaners #KDWN URL",unknown/irrelevant,News,,17
https://twitter.com/edent/status/1237961854384775169,The latest Technology in LIS! URL #covid19,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1242482190333681664,"NEW: DOT Issues Guidance on Compliance with Drug ;  Alcohol Testing Regulations URL
 Also: Federal Motor Carrier Safety Administration (FMCSA) Issues Waiver for Commercial Drivers in Response to COVID-19 
 URL
 #healthandsafety #covid19 #ACOEM",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1249888392931717121,"🖋 Support Jacob by signing “Support the USPS!” and I’ll deliver a copy to your officials too: URL
 

 📨 Last delivered to  and #IN04 #INpolitics #COVID19 URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1242867588146900998,Go go gadget VAPORIZE URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1242863615088050178,"#TheSPANISHQueen 🛡️⚔️
 

 This Is How My #Neighborhood Rolls!! #COVID19 
 

 #COVID19 #CoronaVirus #Virus #LA #Neighbors #Stress #Mad #Crying #Drama #Physcho #Crazy #NoBueno #LaJefa #LaDona #LaReina #Latina #Mexican #Latin #Global #Video #Live #Now #Trending #Powerwalk #Exercise URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1237917922233901057,Will students who do not have access to WiFi at home be affected by the switch to virtual teaching because of COVID-19? 🤔🥴#digitalhumanities #writingku #COVIDー19 #coronavirus,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1239544855887351808,"The mariet just opened 
 -9.71% -2,250.46
 OH MY GOD
 #COVID19",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1240165314983268352,Lots of love to you all. Anything you need? URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1236710600136372224,The only thing that was running low in Camden Sainsbury’s today was peanut butter?? #coronavirus #panicbuyers,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1251057852619292673,Editorial: Paycheck lifeline can save workers: URL #coronavirus #covid19 #hawaii URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1242681396117807104,#COVID19: #NECO postpones 2020 National Common Entrance #Examination URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1252044916038840320,Star Wars Backgrounds for Video Calls ;  Meetings | URL URL #zoom #coronavirus #workingfromhome,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1240750403794415616,Statement from re: #COVID19 #coronavirus #remoteworking URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1245537620408569861,The insanity of these briefings has to stop. How long into today’s session before he even mentioned #COVID19,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1238149290104479744,"Donovan Mitchell Second NBA Player to Test Positive for Coronavirus After Utah Jazz Teammate Rudy Gobert: Reports
  #DonovanMitchell #coronavirus #COVID19 #NBA #NBAsuspended 
 URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1238896974851497984,People in Portugal mock #CoronaOutbreak by throwing elaborate Corona Virus Costume Parties #Absurd #COVIDー19 URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1248469455140610048,150 #Saudi_Arabia royal family members infected with Coronavirus URL #Covid19 #Covid_19 #CoronaVirus #ChinaVirus #WuhanVirus #Corona #nCoV #Covid,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1249315634988670976,matheo respire MATHEO RESPIRE URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1238876664727207936,Trump takes #coronavirus test. Gets two questions right out of twenty four. URL,unknown/irrelevant,Donald Trump; Information or misinformation,,17
https://twitter.com/edent/status/1247199556984549378,THIS IS WHY #DonaldTrump IS CRYING PASSES #MurdererInChief #COVID19 🤣🤣🤣💪🙂🇺🇲 #VoteJoe2020 #PresidentBiden URL,unknown/irrelevant,Donald Trump,,17
https://twitter.com/edent/status/1243172531437174786,"Very much in need of escape rn. Luckily, Echo Park Social Club has what I need. #t8songoftheweek #COVID19 #Lockdown21
 URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1253149526916907008,"So I’m currently stationed in Montana to help with hospital supplies and surge coordination with the tribal hospitals and the governor just announced we are in tiered reopening.
 

 My job just got a lot harder. I just... can’t.
 #COVID19",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1251348235039453186,Are You Leading Through the Crisis … or Managing the Response? (via Passle) by URL #socialselling #digitalselling #sales #salestips #salesleader #leadership #marketing #digitalmarketing #martech #newnormal #exitstrategy #Covid19 URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1243867208058638338,Canadians...pleeeeaasw stay home! URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1243521747812573187,"When we withdraw blood for regular check-ups, we get buffy coat which can be used to take out cells ;  form interferon. These two chemicals ;  some other cytokines, in a specific concoction,could be potentially very useful in treating #COVID19 patients. URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1247849683294158848,Looking forward to attending what about you? how to support charities during this health crises #ImagineYourLegacy URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1238818289733767169,One of my fav folk songs URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1239322586435260416,Don't be overwhelmed by #COVID19 We are all in this together #DigitalLearning #remoteteaching #remotelearning URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1248901657238347776,Pardon ? URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1240377731507990530,"I think a national re-usable bag ban is in order. But, I got no response: URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1253402015272701953,Protect your supply chain during a crisis with a supply chain risk management plan. Here’s how to create one. URL #coronavirus,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1238973151582859265,"UPDATE on what the national emergency means re: psychologists ability to practice across state lines. 
 

 TY for the latest. Thread ⬇️ #COVIDー19 #coronavirus URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1238886639004536838,"Just when I thought it was impossible for to impress me any more, she busts out this pearl :) URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1245444950441037824,She's AWESOME!!! URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1239631446467321860,This is nutty URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1240354381507125249,Unfollowed 🙄 URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1235638018901282816,Realsatire! 🍺😩😳 URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1242921339146711046,So proud of my former hotel company!!! #hotelwithaheart URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1237408259658649602,"⚠️ Israel, Saudi Arabia and Iraq start closing borders due to #coronavirus
 

 URL Independent #Corona #tiktok #Covid19 #virus #telegram #vacine #today",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1248263608087318529,Here for this 💃 URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1237750725536514049,"URL
 Can a face mask stop coronavirus?  
 #covid19 #coronavirus #COVID19 URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1239629039960121345,"Dang. Seems like the right move, but still, dang. URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1245407893018550272,This kids' coloring book explains the A-Z of coronavirus URL #Coronavirus #Side Project,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1244688277061369858,"We already have the first volunteer. Can you guess his name?
 URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1245784382025150464,"Each Bitcoin has an address which is a randomly generated 'public-key pair'. The ability of the system to operate without a central authority while avoiding key collision (duplication) is due to the sheer number of unique addresses that can be generated and discarded.
 #covid19",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1238015497393897472,"Hey, if I get stuck without a job for a minute at least I can stream full time!
 

 #CoYOLO19
 #Twitch
 #Covid19",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1240722775192436736,"We are now accepting requests for funds and groceries through the Solidarity Fund. Please let us know if you are interested in volunteering to run groceries. 
 

 If you would like a link to the Request Form, please DM us. URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1240920046907674624,Scary but it has to be said. Everyone needs to listen. URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1239043906999922688,The latest The Dave Sowden Observer! URL #coronavirus,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1241812103570296833,What a great smart and warm hat 👍 URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1237830346684665861,It just keeps coming.... URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1244970343871188993,The latest the football daily! URL Thanks to  #epl #coronavirus,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1242458886608769024,"#CoronaVirus #UnitedStates
 Coronavirus US tax relief roundup
 URL
  #GST #VAT #SalesTax #Tax 
 Subscribe: URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1236285118987161603,You miss my point. If we do not treat all humans with #coronavirus YOU could contract it yourself. Are you willing to go that route?,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1238889042072293377,This looks like a new Quentin Tarantino film with an all-star cast and the cinematography is gonna be 🔥 URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1246144011821293569,It’s not a leadership style. It’s called incompetence. #trump URL,unknown/irrelevant,Donald Trump,,17
https://twitter.com/edent/status/1238483176516919296,"Even I'm not this stupid, and I'm not an advisor to the president. Can this be true? Is Trump this stupid? URL",unknown/irrelevant,Donald Trump,,17
https://twitter.com/edent/status/1246164282053521409,Here's some of the Australian data #COVID19 URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1246604954736836608,The hardest thing will be finding my keys after the quarantine #COVID19,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1245498626165444608,Shameless... URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1240159293292326914,"Best price in town, enjoy your music at peace self quarantine approved #COVID19KE #ChineseVirus #COVID19 #CoronavirusOutbreak #CoronavirusOutbreak #workingfromhome #GoalChain #GoalChain #Covid_19 URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1248911217646874629,#Apple and #Google are building a #coronavirus tracking system into #iOS and #Android URL via #COVIDー19,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1242606777771974658,"Wages and Leave Subsidies - Questions ;  Answers 
 URL
 #Agreement #Business #BusinessNZ #Covid19 #Employment #Family #Force #Government #Kiwi #Profit #Tax URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1249820504271224839,Dr. Fauci was definitely MADE to say that!!! #Trump #COVID19 #DrFauci,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1244482313083183104,"Ring Head Office
 Don't fck around with mindless minions ... #COVID19",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1240910216578899968,#Coronavirus information on the website (we’ll add a link to it too on our relating pages) URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1250422429068849154,"undermine its ability'
 

 URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1243700636861878272,Exactly. URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1253464434699374595,"‘Game-changer’ coronavirus test from Rutgers could screen 10K daily as key part of N.J. reopening plan
 URL
 report misinformation to by DM
 #covid19 #stayhome",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1243715949577916417,❤️ this. URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1244259649152380928,Go raibh maith agat Donal. URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1247463539306102784,"BBC News - Free school meal vouchers to continue over Easter holidays #education #global #world #research #7aprile #educacion #pandemic #COVID19 #Covid_19 #pandemia #virus #istruzione #ricerca #innovation #URGENTE 
 ⬇️⬇️⬇️⬇️⬇️⬇️
  URL",unknown/irrelevant,News,,17
https://twitter.com/edent/status/1242188881677750274,Not a fucking thing. All 3 sides suck. My grand daughter can write a better bill. URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1237853130139656192,Whoa URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1248289246231715840,"F-off, Bill. You're not my doctor and you're not my #BigBrother. 
 #COVID1984 URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1254764463468826625,"partnering with  :Virtual experiences for a great cause with : Sting, Hillary Rodham Clinton, Sacha Baron Cohen, Sir Patrick Stewart, The Strokes, Madeleine Albright, Jacques Grange, Sir Paul Smith, the People (Real and Fictional) Behind Downton Abbey URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1238460687971692544,Hermione Granger and Joe Biden... what a mix URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1240945984798109696,Perfect. Thank you to ALL URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1241791240464674816,Interesting. Own a couple million of this little OTC. Really don’t watch it much as it’s tied to another account away from my trading platform. But will start to watch this in the coming days/weeks. URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1236415609950306305,Another #aipac related #coronavirus URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1251832524470452229,"Damn y'all.
 URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1248077662930661377,This is cool japan!#COVID19 #crazy #アベノクライシス ＃不満のオンパレード #安倍辞めろ URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1238595769331896320,"URL
 

 local stations might be trying to broadcast lessons in your area",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1237930401114533888,This is very sad 💔💔💔 URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1235600207011864579,"😮OMG!!🌹Ladies🌹✳️Coming Soon #Spotify❇️URL #newsong #newmusic #newmusicalert #nowplaying #housemusic #katyperry 
 #dancemusic #musicislife #electronicmusic #musicians #musiclovers #musica #deephouse #breaking #trending #Coronavirus #LadyGaga #ArianaGrande URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1250363873128931329,#SuenaAhora Spot02 - #Prevención #Covid19 #TalentoIndependiente #QuedateEnCasa #Covid_19,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1238971365622939651,"Alright, when this is over, I expect a film about these people URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1252264557264994304,"""We are temporarily closed""
 

 #Kuopio #Finland 
 

 #CoronaQuarantine #Corona 
 #korona #koronasuomi 
 #COVID #COVID19FI 
 #COVIDー19 #Covid19 
 

 #travel #spring #photography 
 #liikenne #matkailu #kevät #traffic 
 #valokuvaus #streetphotography URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1252190322416922624,"Is your driver license or learner permit due to expire before 30 June 2020? It will now be valid for a further 4 months. You can read this for more information on driver licenses and tests during #COVID19 👉 URL 
 

  URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1240555308956565504,Let's do our bit and stand together ..soften our hearts and keep the community strong . URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1239394988401647617,"And, San Francisco has an exceptionally large AAPI native population, as well as many Spanish speakers. Ready for Verily 2.0. URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1241395075797536768,"e.g this
 

 Practical solutions not what we can't do but what we can do.  
 

 URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1239806451608096773,Boommm #enfermerasaturada #coronavirus #COVID2019 URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1250820053534040065,{Recent News} Covid-19: #Kwara #Discharges #Two #Coronavirus #Patients URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1245293540927832064,SMDH 😔 URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1240505678055084033,"#MyQuarantineInSixWords So finally I started a Podcast!😁😁👇🏿👇🏿
 URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1246281494089383937,Just me?😂 #Quarantine #COVID19 URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1246673185547997184,"Free Download ;  Read Online:
 URL
 To get membership: 
 +92-322-4722766
 Email: sultanulfaqrpublications
 #Sultanulfaqr #sultanulashiqeen #WafaorQurbani #ShabeBarat #sultanbahoo #FazaileRamadan #HubbeDunia #MurshidKamilAkmal #Covid19 URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1247350682287583238,Seriously? URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1248942132167131136,SACK THE IMMORAL FUCKER NOW #COVID2019DE #DieWelt #stern #derspiegel #PPENow #Merkel #MattHancock #PoorBoris ☠️🤡 URL URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1245821313509457920,I’m setting a goal of having sex with Scarlett Johansson by the end of the month and winning the f1 title. You see we can all set bullshit goals. URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1234922214371348481,"The #PrimaryCare Daily is out! News, updates and best practice. URL Stories via #coronavirus #gpnews",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1250456594455891968,"New face masks available! Three layers of high filtration material protect against toxic gases, dust, and pathogens in the air. To see this product please visit URL and visit the ""new"" page. #GetMePPE #COVID19 #facemask #coronavirus #facemaskshortage URL",unknown/irrelevant,Other,advertisement,17
https://twitter.com/edent/status/1249613834115055616,"Awesome For those who have resources these can be run as backfill, preemptibles workloads. Helm chart here: URL URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1240143389041086464,"Verizon with even less detail. 
 At least made cellphone data unlimited (but not hotspot data). has literally done nothing. 
 

 #unlimiteddata
 #unlimitedhotspot
 #forourkids
 #coronavirus
 

 URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1245295772817592320,Damn URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1237105176772829187,Americans are so stupid URL,unknown/irrelevant,COVID-19 cases and deaths statistics,,17
https://twitter.com/edent/status/1242879997989158913,Please retweet ;  share! We are here to provide FREE legal aid to those whose jobs were affected by Coronavirus. #legalaid #coronavirus #californiacoronavirus #California #COVID19 #pandemicCovid19 #employment #employmentlaw URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1253043437026369536,The socialist response to pandemic with Socialist Equality Party UK National Secretary Chris Marsden URL #COVID19 #socialism2020,unknown/irrelevant,News,,17
https://twitter.com/edent/status/1254240129561948160,". players to be allowed back to training ground 
 

 READ: URL
 

 #Arsenal #PremierLeague #Football #COVID19 #coronavirus #CautionYesPanicNo URL",unknown/irrelevant,News,,17
https://twitter.com/edent/status/1238553837536935936,Damn. URL,unknown/irrelevant,News,,17
https://twitter.com/edent/status/1243539516150988807,"My favorite cartoonist honors our courageous healthcare workers and scientists #COVID19
 #cpol120 #eIndia URL",unknown/irrelevant,Information or misinformation,,17
https://twitter.com/edent/status/1252719263678296064,"Herd immunity is a myth, infectious disease experts warn URL #COVID19 #auspol",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1249779356945301506,Proud to join this letter urging Congress extend #CARESAct benefits to ALL federal #studentloan borrowers. #ProtectBorrowers #COVID19. URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1246267372840747008,"had him dismissed because he thought he embarrassed him, but every #American knows #Trump needs no help embarrassing himself. #TrumpMadness #TrumpLiesAboutCoronavirus #coronavirus",unknown/irrelevant,Donald Trump,,17
https://twitter.com/edent/status/1238727453989834752,This is the most heartbreaking thing ever happened to us. May Allah forgive us all.... 😭 #CoronaOutbreak URL,unknown/irrelevant,Information or misinformation,,17
https://twitter.com/edent/status/1242084108349722625,"Anybody else wondering how to get a haircut during #COVID19? Can't wait to start seeing a lot of #DIY jobs in about a month. 
 

 Or to see everyone looking like Tom Hanks at the end of Castaway in about 5 months.",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1242638584168902658,"The latest: Number of Connecticut cases surges, deal on stimulus bill nearly done, Olympics are off till next year. #coronavirus URL URL",unknown/irrelevant,Information or misinformation,,17
https://twitter.com/edent/status/1247037105018212352,enjoy our friends Why by Happy Freuds via On URL #SocialDistancing #CoronaLockdown #Coronavirus #StayAtHomeAndStaySafe #COVID19 URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1235686627139297282,Four questions to assess #coronavirus credit risk URL URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1239975733323124737,"Share, be kind and ask how you can help. We can get through this together. #CanadaCovid19 #covid19 URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1238802502641999872,Editorial: Questions about the coronavirus URL via  #coronavirus #RVA,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1252123101397057536,"American exceptionalism: the stupidity is exceptional.
 

 #COVID19 #covidprotests #TrumpDidThis 
 URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1237803556029136896,"So why is it that you cannot find #toiletpaper in stores?
 Simple! People are soiling their pants every time they hear #Coronavirus!
 Stay Safe ;  Clean 😀 URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1253677455149277184,"Even in a wealthy county, the need for food grows. Catholic Charities #foodpantry responds with help from donor URL via #foodinsecurity #COVID19 #MontgomeryCounty #Maryland",unknown/irrelevant,Information or misinformation; Other,,17
https://twitter.com/edent/status/1247577622869094402,"Wondering when the Canada/US border will be opening up. I remember in March when Canada's health minister said, ""Border measures actually are highly ineffective and in some cases can create harm."" We'll see, I guess. URL #coronavirusCanada #COVID19",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1248818835806916608,"As we go into the weekend here's a reason to smile 😅
 More #WFM bloopers... The end depicts how I TRULY feel when Fridays end😆😂
 

 I'm slowly realizing how much of a toll tracking #COVID19 / #coronavirus coverage can take. Please enjoy the weekend with your family and relax! ❤️ URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1248074029354844160,"link to REPLACECOVID if you are interested in joining the clinical trial #COVID19 
 

 URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1239200931494977536,"Best reply to such leave application!
 😁😁😁😁😁
 

 Dear Chey Employee:
 

 After knowing thay you are infected, we have immediately asked all other employees to work from home. Therefore you can come to office and start wotking. Your leave request is rejected.
 

 Thanks,
 

 HR Team. URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1250725658923282437,"Use of digitized systems, suspension of penalty ;  Interests and prioritising issues involving essential goods are some of the measures suggested #COVID19 measures for Revenue Authorities by . Read more at: URL  
 #TakwimuAfrica #Coronavirus URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1254072580874604546,The other costs are greater than SAR2-COVID-19 URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1238271204848308224,"It’s okay, 2025 will eventually come around so you can begin recovering from your #TDS which is arguably worse than #Coronavirus",unknown/irrelevant,Information or misinformation,,17
https://twitter.com/edent/status/1240427404281229314,What #Parents Need to Know About #Coronavirus [Simple Guide] #covid19 #AllMomNeeds URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1238451069467766786,"Amazon now, isn’t now no more! Smh .
 

 .
 .
 .
 #glitchmafia #covid #usamazon #coronavirus #usamazonreview #toiletpaper #liketkit #amazon #kohls #amazonproducts URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1244401369538330624,The president tested positive for #COVID19 URL,unknown/irrelevant,Information or misinformation,,17
https://twitter.com/edent/status/1240674251188903938,LA Mayor seeks hotels to shelter homeless as virus spreads - URL #stockmarket #stockmarketcrash #coronavirus,unknown/irrelevant,News,,17
https://twitter.com/edent/status/1246646403230765058,I. Am. Done.  URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1237455558933794816,"⚠️SHOCKING SCENES⚠️
 

 Man seen ‘allegedly’ trying to spread the Coronavirus (COVID-19). 😷
 

 #koronawirus #COVID2019 #coronavirus #CoronavirusOutbreak #COVID2019uk #COVID19 #CoronaVirusUpdate #COVIDー19 #COVID #coronavirusEspana URL",unknown/irrelevant,Information or misinformation,,17
https://twitter.com/edent/status/1253011991662387201,"This is so important ‘our lives matter’ ensuring people with learning difficulties and learning disabilities are seen, heard and listened too and treated with respect and dignity. Take a look at this statement 👇🏽👇🏽 URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1241790008723456004,Keep the music playing! Please include music makers and other gig workers in #COVID19 relief package!,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1249686080200179712,"#COVID19 #Coronavirus #COVID19Pandemic #CoronavirusUpdate #COVID19 #Coronavirus #COVID19 #techshohor 
 

 update news 
 URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1245772987434823683,Here's the COVID-19 awareness interaction created using Raptivity 2020. #covid19 #corona #interactivelearning URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1251215344678690818,"B.C. Supreme Court extends adjournments until May 29
 URL #COVID19",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1251616529856311300,Video conference calls and our new reality brings about potential cyber and safety risks. Here’s how you can prevent malicious users from hacking into your meetings. URL #covid19 #coronavirus #virtualworkforce #zoom #videocall #cyber #onlinemeetings URL,unknown/irrelevant,Information or misinformation; Other,,17
https://twitter.com/edent/status/1252707192454565888,"Senate approves new #coronavirus aid bill with nearly $500-billion total for businesses, hospitals, and testing. URL",unknown/irrelevant,News,,17
https://twitter.com/edent/status/1239013428322328577,Trump tests negative for #coronavirus. URL,unknown/irrelevant,Information or misinformation,,17
